E??,,,Pámátné stavby,stavební entita vybudovaná za účelem připomenutí významné události nebo osoby,,Monument,construction entity established to remind people of a person or an event,,,,,,,,,,Pámátné stavby
,EA?,,Památka,památná stavba určená k historické ochranně,,Memorial,memorial designed for historical preservation,,,,,,,,,,Památka
,,EAA,Kulturní památky,památka kulturního významu,,Cultural monument,memorial designed to preserve culture,,,,,,,,,,kulturní památky
,,EAB,Historické památky,památka historického významu,,Ancient monument,memorial designed to preserve ancient history,,,,,,,,,,historické památky
Z??,,,Nedefinovaný,Konstrukční entita bez stanoveného použití,,Undefined,construction entity with no defined use,,,,,,,,,,nedefinovaný
,ZZ?,,Nedefinovaný,Konstrukční entita bez stanoveného použití,,Undefined,construction entity with no defined use,,,,,,,,,,nedefinovaný
,,ZZZ,Nedefinovaný,Konstrukční entita bez stanoveného použití,,Undefined,construction entity with no defined use,,,,,,,,,,nedefinovaný
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
